日志流水号,FDNName,对象标识,产品名称,网元类型,网元子设备编号,网元名称,设备告警流水号,告警名称,告警类型,告警级别,告警状态,发生时间,确认时间,清除时间,(反)确认操作员,清除操作员,定位信息,链路标识,链路名称,链路类型,告警标识,告警ID,对象实例类型,自动清除,告警清除类型,影响业务标识,附加信息,到达网管UTC时间,列表流水号,关联日志id,代理ID,根源告警ID,告警是否被隐藏（屏蔽）
371155398,P-H30743-苏州中环南光子架,NE=3146567,网管,OptiX OSN 9600,NE=3146567,P-H30743-苏州中环南光子架,74052,NE_NOT_LOGIN,安全告警,紧急,未确认已清除 告警,2020年12月11日 11时33分49秒 GMT+08:00,,2020年12月11日 11时33分50秒 GMT+08:00,, < 网元 > ,网元P-H30743-苏州中环南光子架未登录,,,,,2,,是,正常清除,,,2020年12月11日 11时33分50秒 GMT+08:00,1085361,371155398,,,0
371152829,"NE=3146771,FR=0,S=36,CP=-1,PP=3||72|,OTU2=1","NE=3146771,FR=0,S=36,CP=-1,PP=3||72|,OTU2=1",移动,OptiX OSN 8800 T32,NE=3146771,H714-省干苏州国信一楼,427646,BEFFEC_EXC,业务质量,提示,未确认已清除 告警,2020年12月11日 11时04分48秒 GMT+08:00,,2020年12月11日 11时35分18秒 GMT+08:00,, < 网元 > ,0-主子架-36-52NQ2-72(ODU2LP2/ODU2LP2)-OTU2:1,,,,,335,,是,正常清除,是,,2020年12月11日 11时03分31秒 GMT+08:00,1029394,0,,,0
371155402,P-H30743-苏州中环南光子架,NE=3146567,网管,OptiX OSN 9600,NE=3146567,P-H30743-苏州中环南光子架,74053,NE_NOT_LOGIN,安全告警,紧急,未确认已清除 告警,2020年12月11日 11时33分54秒 GMT+08:00,,2020年12月11日 11时33分55秒 GMT+08:00,, < 网元 > ,网元P-H30743-苏州中环南光子架未登录,,,,,2,,是,正常清除,,,2020年12月11日 11时33分56秒 GMT+08:00,1085361,371155402,,,0
371155411,"ONE=4063255,NE=3145767,FR=2,S=11,CP=-1,PP=3||73|,OTU2=1","ONE=4063255,NE=3145767,FR=2,S=11,CP=-1,PP=3||73|,OTU2=1",移动,WDM_OADM,ONE=4063255,H222-盐城滨海分公司,1589050,BEFFEC_EXC,业务质量,次要,未确认已清除 告警,2020年12月11日 11时34分08秒 GMT+08:00,,2020年12月11日 11时34分13秒 GMT+08:00,, < 网元 > ,2-业务子架-11-52NQ2-73(ODU2LP3/ODU2LP3)-OTU2:1,,,,,335,,是,正常清除,是,,2020年12月11日 11时33分58秒 GMT+08:00,1084204,0,,,0
371155391,"NE=3146148,PW=70|5||||","NE=3146148,PW=70|5||||",移动,OptiX OSN 1800 V,NE=3146148,H33293-南通公安局,3032876,PW_NO_TRAFFIC,通信质量,次要,未确认已清除 告警,2020年12月11日 11时34分09秒 GMT+08:00,,2020年12月11日 11时34分30秒 GMT+08:00,, < 网元 > ,"L2VPN PW:(以太,70)",,,,,13107,,是,正常清除,是,"
告警参数II(16进制) 0x00",2020年12月11日 11时33分41秒 GMT+08:00,1025752,0,,,0
371155393,"NE=3146053,PW=71|5||||","NE=3146053,PW=71|5||||",移动,OptiX OSN 1800 V,NE=3146053,H30477-镇江公安局,1366954,PW_NO_TRAFFIC,通信质量,次要,未确认已清除 告警,2020年12月11日 11时34分09秒 GMT+08:00,,2020年12月11日 11时34分29秒 GMT+08:00,, < 网元 > ,"L2VPN PW:(以太,71)",,,,,13107,,是,正常清除,是,"
告警参数II(16进制) 0x00",2020年12月11日 11时33分42秒 GMT+08:00,988794,0,,,0
371155415,P-H30743-苏州中环南光子架,NE=3146567,网管,OptiX OSN 9600,NE=3146567,P-H30743-苏州中环南光子架,74054,NE_NOT_LOGIN,安全告警,紧急,未确认已清除 告警,2020年12月11日 11时34分00秒 GMT+08:00,,2020年12月11日 11时34分05秒 GMT+08:00,, < 网元 > ,网元P-H30743-苏州中环南光子架未登录,,,,,2,,是,正常清除,,,2020年12月11日 11时34分02秒 GMT+08:00,1085361,371155415,,,0
371155394,OSS,"OS=1,PROC=3034,NE=3146148,PWE3=2|1297|",网管,OSS,OS=1,OSS,1078716359,SERVICE_OUTAGE,业务质量,重要,未确认已清除 告警,2020年12月11日 11时33分44秒 GMT+08:00,,2020年12月11日 11时34分12秒 GMT+08:00,, < 网元 > ,南通技侦专网,,,,(衍生告警),20,,是,正常清除,,"Name:南通技侦专网,Source[H33293-南通公安局],Sink[H12855-南京省技侦],Level:ETH,UID:2016-09-29 04:14:49-69-pwe3",2020年12月11日 11时33分44秒 GMT+08:00,629074,0,,371155391,0
371155395,OSS,"OS=1,PROC=3034,NE=3146053,PWE3=2|800|",网管,OSS,OS=1,OSS,1078716360,SERVICE_OUTAGE,业务质量,重要,未确认已清除 告警,2020年12月11日 11时33分44秒 GMT+08:00,,2020年12月11日 11时34分12秒 GMT+08:00,, < 网元 > ,镇江技侦专网,,,,(衍生告警),20,,是,正常清除,,"Name:镇江技侦专网,Source[H30477-镇江公安局],Sink[H12855-南京省技侦],Level:ETH,UID:2016-09-29 04:15:48-70-pwe3",2020年12月11日 11时33分44秒 GMT+08:00,946695,0,,371155393,0
371155401,"NE=3146205,PW=61|5||||","NE=3146205,PW=61|5||||",移动,OptiX OSN 1800 V,NE=3146205,H43277-徐州公安局,1541900,PW_NO_TRAFFIC,通信质量,次要,未确认已清除 告警,2020年12月11日 11时34分22秒 GMT+08:00,,2020年12月11日 11时34分32秒 GMT+08:00,, < 网元 > ,"L2VPN PW:(以太,61)",,,,,13107,,是,正常清除,是,"
告警参数II(16进制) 0x00",2020年12月11日 11时33分54秒 GMT+08:00,1074883,0,,,0
