日志流水号,FDNName,对象标识,产品名称,网元类型,网元子设备编号,网元名称,设备告警流水号,告警名称,告警类型,告警级别,告警状态,发生时间,确认时间,清除时间,(反)确认操作员,清除操作员,定位信息,链路标识,链路名称,链路类型,告警标识,告警ID,对象实例类型,自动清除,告警清除类型,影响业务标识,附加信息,到达网管UTC时间,列表流水号,关联日志id,代理ID,根源告警ID,告警是否被隐藏（屏蔽）
368871990,"NE=3146148,PW=70|5||||","NE=3146148,PW=70|5||||",移动,OptiX OSN 1800 V,NE=3146148,H33293-南通公安局,2982265,PW_NO_TRAFFIC,通信质量,次要,未确认已清除 告警,2020年11月23日 12时19分35秒 GMT+08:00,,2020年11月23日 12时19分55秒 GMT+08:00,, < 网元 > ,"L2VPN PW:(以太,70)",,,,,13107,,是,正常清除,是,"
告警参数II(16进制) 0x00",2020年11月23日 12时18分26秒 GMT+08:00,1025752,0,,,0
368871993,"NE=3146053,PW=71|5||||","NE=3146053,PW=71|5||||",移动,OptiX OSN 1800 V,NE=3146053,H30477-镇江公安局,1317252,PW_NO_TRAFFIC,通信质量,次要,未确认已清除 告警,2020年11月23日 12时19分35秒 GMT+08:00,,2020年11月23日 12时19分55秒 GMT+08:00,, < 网元 > ,"L2VPN PW:(以太,71)",,,,,13107,,是,正常清除,是,"
告警参数II(16进制) 0x00",2020年11月23日 12时18分26秒 GMT+08:00,988794,0,,,0
368872010,OSS,"OS=1,PROC=3034,NE=3146205,PWE3=2|564|",网管,OSS,OS=1,OSS,1078511023,SERVICE_OUTAGE,业务质量,重要,未确认已清除 告警,2020年11月23日 12时18分35秒 GMT+08:00,,2020年11月23日 12时18分54秒 GMT+08:00,, < 网元 > ,徐州技侦专网,,,,(衍生告警),20,,是,正常清除,,"Name:徐州技侦专网,Source[H43277-徐州公安局],Sink[H12855-南京省技侦],Level:ETH,UID:2016-07-06 09:05:11-60-pwe3",2020年11月23日 12时18分35秒 GMT+08:00,948130,0,,368872006,0
368872012,"ONE=4063523,NE=3145835,FR=2,S=15,CP=-1,PP=3||72|,OTU2=1","ONE=4063523,NE=3145835,FR=2,S=15,CP=-1,PP=3||72|,OTU2=1",移动,WDM_OADM,ONE=4063523,H0020-南通海门1,962429,BEFFEC_EXC,业务质量,次要,未确认已清除 告警,2020年11月23日 12时19分10秒 GMT+08:00,,2020年11月23日 12时19分26秒 GMT+08:00,, < 网元 > ,2-业务子架-15-52ND2-72(ODU2LP2/ODU2LP2)-OTU2:1,,,,,335,,是,正常清除,是,,2020年11月23日 12时18分36秒 GMT+08:00,1052812,0,,,0
368872000,OSS,"OS=1,PROC=3034,NE=3146148,PWE3=2|1297|",网管,OSS,OS=1,OSS,1078511021,SERVICE_OUTAGE,业务质量,重要,未确认已清除 告警,2020年11月23日 12时18分29秒 GMT+08:00,,2020年11月23日 12时18分57秒 GMT+08:00,, < 网元 > ,南通技侦专网,,,,(衍生告警),20,,是,正常清除,,"Name:南通技侦专网,Source[H33293-南通公安局],Sink[H12855-南京省技侦],Level:ETH,UID:2016-09-29 04:14:49-69-pwe3",2020年11月23日 12时18分29秒 GMT+08:00,629074,0,,368871990,0
368872001,OSS,"OS=1,PROC=3034,NE=3146053,PWE3=2|800|",网管,OSS,OS=1,OSS,1078511022,SERVICE_OUTAGE,业务质量,重要,未确认已清除 告警,2020年11月23日 12时18分29秒 GMT+08:00,,2020年11月23日 12时18分57秒 GMT+08:00,, < 网元 > ,镇江技侦专网,,,,(衍生告警),20,,是,正常清除,,"Name:镇江技侦专网,Source[H30477-镇江公安局],Sink[H12855-南京省技侦],Level:ETH,UID:2016-09-29 04:15:48-70-pwe3",2020年11月23日 12时18分29秒 GMT+08:00,946695,0,,368871993,0
368872007,"NE=3146246,PW=62|5||||","NE=3146246,PW=62|5||||",移动,OptiX OSN 1800 V,NE=3146246,H12855-南京省技侦,17050398,PW_NO_TRAFFIC,通信质量,次要,未确认已清除 告警,2020年11月23日 12时19分41秒 GMT+08:00,,2020年11月23日 12时20分01秒 GMT+08:00,, < 网元 > ,"L2VPN PW:(以太,62)",,,,,13107,,是,正常清除,是,"
告警参数II(16进制) 0x00",2020年11月23日 12时18分33秒 GMT+08:00,624684,0,,,0
368872011,OSS,"OS=1,PROC=3034,NE=3146202,PWE3=2|987|",网管,OSS,OS=1,OSS,1078511024,SERVICE_OUTAGE,业务质量,重要,未确认已清除 告警,2020年11月23日 12时18分35秒 GMT+08:00,,2020年11月23日 12时19分03秒 GMT+08:00,, < 网元 > ,连云港技侦专网,,,,(衍生告警),20,,是,正常清除,,"Name:连云港技侦专网,Source[H48397-连云港公安局],Sink[H12855-南京省技侦],Level:ETH,UID:2016-07-06 09:06:29-61-pwe3",2020年11月23日 12时18分35秒 GMT+08:00,628802,0,,368872007,0
368872017,"ONE=4063270,NE=3146075,FR=0,S=2,CP=-1,PP=3||2|,PATH=OCh:1-OTU2:1","ONE=4063270,NE=3146075,FR=0,S=2,CP=-1,PP=3||2|,PATH=OCh:1-OTU2:1",移动,WDM_OADM,ONE=4063270,H304-盐城解放南路（市到县）,776676,BEFFEC_EXC,业务质量,次要,未确认已清除 告警,2020年11月23日 12时19分33秒 GMT+08:00,,2020年11月23日 12时19分55秒 GMT+08:00,, < 网元 > ,0-主子架-2-53NQ2-2(IN2/OUT2)-OCh:1-OTU2:1,,,,,335,,是,正常清除,是,,2020年11月23日 12时18分42秒 GMT+08:00,1019289,0,,,0
368872079,"ONE=4063436,NE=3146218,FR=0,S=2,CP=-1,PP=3||2|,OCH=1","ONE=4063436,NE=3146218,FR=0,S=2,CP=-1,PP=3||2|,OCH=1",移动,WDM_OTM,ONE=4063436,H10100-苏州G312中虹路机房,163530,IN_PWR_LOW,设备故障,重要,未确认已清除 告警,2020年11月23日 12时20分01秒 GMT+08:00,,2020年11月23日 12时20分04秒 GMT+08:00,, < 网元 > ,0-主子架-2-LDGF-2(IN2/OUT2)-OCH:1,,,,,32,,是,正常清除,,,2020年11月23日 12时19分11秒 GMT+08:00,1032919,0,,,0
