日志流水号,FDNName,对象标识,产品名称,网元类型,网元子设备编号,网元名称,设备告警流水号,告警名称,告警类型,告警级别,告警状态,发生时间,确认时间,清除时间,(反)确认操作员,清除操作员,定位信息,链路标识,链路名称,链路类型,告警标识,告警ID,对象实例类型,自动清除,告警清除类型,影响业务标识,附加信息,到达网管UTC时间,列表流水号,关联日志id,代理ID,根源告警ID,告警是否被隐藏（屏蔽）
372066113,"ONE=4063308,NE=3145883,FR=1,S=18,CP=-1,PP=3||2|,PATH=OCh:1-ODU2:1","ONE=4063308,NE=3145883,FR=1,S=18,CP=-1,PP=3||2|,PATH=OCh:1-ODU2:1",移动,WDM_OTM,ONE=4063308,H3101-南京河西六楼二期,4134455,ODU_SNCP_STA_INDI,通信质量,次要,未确认已清除 告警,2020年12月15日 22时31分31秒 GMT+08:00,,2020年12月15日 22时31分35秒 GMT+08:00,, < 网元 > ,1-Shelf1-18-53ND2-2(调试中)-OCh:1-ODU2:1,,,,,13142,,是,正常清除,,"
倒换请求：SF倒换；
倒换请求：SF倒换，",2020年12月15日 22时31分04秒 GMT+08:00,1088140,372066113,,,0
372066114,"ONE=4063308,NE=3145883,FR=1,S=18,CP=-1,PP=3||1|,PATH=OCh:1-ODU2:1","ONE=4063308,NE=3145883,FR=1,S=18,CP=-1,PP=3||1|,PATH=OCh:1-ODU2:1",移动,WDM_OTM,ONE=4063308,H3101-南京河西六楼二期,4134456,ODU_SNCP_STA_INDI,通信质量,次要,未确认已清除 告警,2020年12月15日 22时31分31秒 GMT+08:00,,2020年12月15日 22时31分35秒 GMT+08:00,, < 网元 > ,1-Shelf1-18-53ND2-1(调试中)-OCh:1-ODU2:1,,,,,13142,,是,正常清除,,"
倒换请求：SF倒换；
倒换请求：SF倒换，",2020年12月15日 22时31分04秒 GMT+08:00,1088141,372066114,,,0
372066115,"ONE=4063308,NE=3145883,FR=0,S=29,CP=-1,PP=3||53|,FB=880|1|2|","ONE=4063308,NE=3145883,FR=0,S=29,CP=-1,PP=3||53|,FB=880|1|2|",移动,WDM_OTM,ONE=4063308,H3101-南京河西六楼二期,4134457,ODU_SNCP_STA_INDI,通信质量,次要,未确认已清除 告警,2020年12月15日 22时31分32秒 GMT+08:00,,2020年12月15日 22时31分36秒 GMT+08:00,, < 网元 > ,0-Shelf0-29-54NQ2-53(ODU1LP3/ODU1LP3)-ODU1:1:2,,,,,13142,,是,正常清除,,"
倒换请求：SF倒换；
倒换请求：SF倒换，",2020年12月15日 22时31分04秒 GMT+08:00,1089156,372066115,,,0
372066116,"ONE=4063318,NE=3145887,FR=0,S=3,CP=-1,PP=3||53|,FB=880|1|4|","ONE=4063318,NE=3145887,FR=0,S=3,CP=-1,PP=3||53|,FB=880|1|4|",移动,WDM_OTM,ONE=4063318,H3104-南京金陵小区三楼二期,5295003,ODU_SNCP_STA_INDI,通信质量,次要,未确认已清除 告警,2020年12月15日 22时31分35秒 GMT+08:00,,2020年12月15日 22时31分40秒 GMT+08:00,, < 网元 > ,0-Shelf0-3-54NQ2-53(ODU1LP3/ODU1LP3)-ODU1:1:4,,,,,13142,,是,正常清除,,"
倒换请求：SF倒换；
倒换请求：SF倒换，",2020年12月15日 22时31分04秒 GMT+08:00,1089158,372066116,,,0
372066117,"ONE=4063318,NE=3145887,FR=0,S=3,CP=-1,PP=3||53|,FB=880|1|3|","ONE=4063318,NE=3145887,FR=0,S=3,CP=-1,PP=3||53|,FB=880|1|3|",移动,WDM_OTM,ONE=4063318,H3104-南京金陵小区三楼二期,5295004,ODU_SNCP_STA_INDI,通信质量,次要,未确认已清除 告警,2020年12月15日 22时31分35秒 GMT+08:00,,2020年12月15日 22时31分40秒 GMT+08:00,, < 网元 > ,0-Shelf0-3-54NQ2-53(ODU1LP3/ODU1LP3)-ODU1:1:3,,,,,13142,,是,正常清除,,"
倒换请求：SF倒换；
倒换请求：SF倒换，",2020年12月15日 22时31分04秒 GMT+08:00,1089157,372066117,,,0
372066119,"ONE=4063308,NE=3145883,FR=1,S=19,CP=-1,PP=3||2|,PATH=OCh:1-OTU2:1","ONE=4063308,NE=3145883,FR=1,S=19,CP=-1,PP=3||2|,PATH=OCh:1-OTU2:1",移动,WDM_OTM,ONE=4063308,H3101-南京河西六楼二期,4134459,OTU2_LOM,通信质量,次要,未确认已清除 告警,2020年12月15日 22时31分31秒 GMT+08:00,,2020年12月15日 22时31分33秒 GMT+08:00,, < 网元 > ,1-Shelf1-19-53ND2-2(IN2/OUT2)-OCh:1-OTU2:1,,,,,12325,,是,正常清除,是,,2020年12月15日 22时31分05秒 GMT+08:00,1088169,0,,,0
372066099,P-H30743-苏州中环南光子架,NE=3146567,网管,OptiX OSN 9600,NE=3146567,P-H30743-苏州中环南光子架,104885,NE_NOT_LOGIN,安全告警,紧急,未确认已清除 告警,2020年12月15日 22时31分01秒 GMT+08:00,,2020年12月15日 22时31分04秒 GMT+08:00,, < 网元 > ,网元P-H30743-苏州中环南光子架未登录,,,,,2,,是,正常清除,,,2020年12月15日 22时31分03秒 GMT+08:00,1088342,372066099,,,0
372066118,"ONE=4063250,NE=3145751,FR=2,S=12,CP=-1,PP=3||71|,OTU2=1","ONE=4063250,NE=3145751,FR=2,S=12,CP=-1,PP=3||71|,OTU2=1",移动,WDM_OADM,ONE=4063250,H217-盐城建湖分公司,1665400,BEFFEC_EXC,业务质量,次要,未确认已清除 告警,2020年12月15日 22时31分38秒 GMT+08:00,,2020年12月15日 22时31分41秒 GMT+08:00,, < 网元 > ,2-业务子架-12-52ND2-71(ODU2LP1/ODU2LP1)-OTU2:1,,,,,335,,是,正常清除,是,,2020年12月15日 22时31分04秒 GMT+08:00,1088164,0,,,0
372066097,"NE=3146747,FR=5,S=34,CP=-1,PP=3||4|,PATH=OCh:1-OTU2:1","NE=3146747,FR=5,S=34,CP=-1,PP=3||4|,PATH=OCh:1-OTU2:1",移动,OptiX OSN 8800 T32,NE=3146747,H710-省干南京河西7楼,750911,BEFFEC_EXC,业务质量,提示,未确认已清除 告警,2020年12月15日 22时33分04秒 GMT+08:00,,2020年12月15日 22时33分14秒 GMT+08:00,, < 网元 > ,5-subrack-34-53NQ2-4(IN4/OUT4)-OCh:1-OTU2:1,,,,,335,,是,正常清除,是,,2020年12月15日 22时31分02秒 GMT+08:00,1088150,0,,,0
372066125,"ONE=4063753,NE=3147415","ONE=4063753,NE=3147415",网管,WDM_OADM,ONE=4063753,H20025-苏州昆山农商行花桥A,120013,NE_NOT_LOGIN,安全告警,紧急,未确认已清除 告警,2020年12月15日 22时31分08秒 GMT+08:00,,2020年12月15日 22时31分11秒 GMT+08:00,, < 网元 > ,网元H20025-苏州昆山农商行花桥A-光子架未登录,,,,,2,,是,正常清除,,,2020年12月15日 22时31分09秒 GMT+08:00,1086760,372066125,,,0
