日志流水号,FDNName,对象标识,产品名称,网元类型,网元子设备编号,网元名称,设备告警流水号,告警名称,告警类型,告警级别,告警状态,发生时间,确认时间,清除时间,(反)确认操作员,清除操作员,定位信息,链路标识,链路名称,链路类型,告警标识,告警ID,对象实例类型,自动清除,告警清除类型,影响业务标识,附加信息,到达网管UTC时间,列表流水号,关联日志id,代理ID,根源告警ID,告警是否被隐藏（屏蔽）
371683189,"NE=3146825,FR=0,S=24,CP=-1,PP=3||1|,OCH=1","NE=3146825,FR=0,S=24,CP=-1,PP=3||1|,OCH=1",移动,OptiX OSN 8800 T32,NE=3146825,H701-省干南京丹凤街四楼,392531,IN_PWR_HIGH,设备故障,重要,未确认已清除 告警,2020年12月14日 17时09分42秒 GMT+08:00,,2020年12月14日 17时11分55秒 GMT+08:00,, < 网元 > ,0-鼓楼方向-24-52NQ2-1(IN1/OUT1)-OCH:1,,,,,31,,是,正常清除,是,,2020年12月14日 17时07分48秒 GMT+08:00,1086648,0,,,0
371683777,"ONE=4063255,NE=3145767,FR=2,S=11,CP=-1,PP=3||73|,OTU2=1","ONE=4063255,NE=3145767,FR=2,S=11,CP=-1,PP=3||73|,OTU2=1",移动,WDM_OADM,ONE=4063255,H222-盐城滨海分公司,1602489,BEFFEC_EXC,业务质量,次要,未确认已清除 告警,2020年12月14日 17时10分10秒 GMT+08:00,,2020年12月14日 17时10分18秒 GMT+08:00,, < 网元 > ,2-业务子架-11-52NQ2-73(ODU2LP3/ODU2LP3)-OTU2:1,,,,,335,,是,正常清除,是,,2020年12月14日 17时09分53秒 GMT+08:00,1084204,0,,,0
371683787,"ONE=4063751,NE=3147405","ONE=4063751,NE=3147405",网管,WDM_OADM,ONE=4063751,H20023-苏州昆山农商行前进路A,65292,NE_NOT_LOGIN,安全告警,紧急,未确认已清除 告警,2020年12月14日 17时09分56秒 GMT+08:00,,2020年12月14日 17时09分58秒 GMT+08:00,, < 网元 > ,网元H20024-苏州昆山农商行前进路A-电子架未登录,,,,,2,,是,正常清除,,,2020年12月14日 17时09分56秒 GMT+08:00,1086757,371683787,,,0
371683788,"ONE=4063750,NE=3147403","ONE=4063750,NE=3147403",网管,WDM_OADM,ONE=4063750,H20027-苏州昆山农商行前进路B,65293,NE_NOT_LOGIN,安全告警,紧急,未确认已清除 告警,2020年12月14日 17时09分56秒 GMT+08:00,,2020年12月14日 17时09分58秒 GMT+08:00,, < 网元 > ,网元H20027-苏州昆山农商行前进路B-光子架未登录,,,,,2,,是,正常清除,,,2020年12月14日 17时09分56秒 GMT+08:00,1086758,371683788,,,0
371683789,"ONE=4063750,NE=3147404","ONE=4063750,NE=3147404",网管,WDM_OADM,ONE=4063750,H20027-苏州昆山农商行前进路B,65294,NE_NOT_LOGIN,安全告警,紧急,未确认已清除 告警,2020年12月14日 17时09分56秒 GMT+08:00,,2020年12月14日 17时09分58秒 GMT+08:00,, < 网元 > ,网元H20028-苏州昆山农商行前进路B-电子架未登录,,,,,2,,是,正常清除,,,2020年12月14日 17时09分56秒 GMT+08:00,1086756,371683789,,,0
371683790,"ONE=4063753,NE=3147415","ONE=4063753,NE=3147415",网管,WDM_OADM,ONE=4063753,H20025-苏州昆山农商行花桥A,65295,NE_NOT_LOGIN,安全告警,紧急,未确认已清除 告警,2020年12月14日 17时09分56秒 GMT+08:00,,2020年12月14日 17时09分58秒 GMT+08:00,, < 网元 > ,网元H20025-苏州昆山农商行花桥A-光子架未登录,,,,,2,,是,正常清除,,,2020年12月14日 17时09分56秒 GMT+08:00,1086760,371683790,,,0
371683791,"ONE=4063751,NE=3147406","ONE=4063751,NE=3147406",网管,WDM_OADM,ONE=4063751,H20023-苏州昆山农商行前进路A,65296,NE_NOT_LOGIN,安全告警,紧急,未确认已清除 告警,2020年12月14日 17时09分56秒 GMT+08:00,,2020年12月14日 17时09分59秒 GMT+08:00,, < 网元 > ,网元H20023-苏州昆山农商行前进路A-光子架未登录,,,,,2,,是,正常清除,,,2020年12月14日 17时09分56秒 GMT+08:00,1086762,371683791,,,0
371683792,"ONE=4063753,NE=3147416","ONE=4063753,NE=3147416",网管,WDM_OADM,ONE=4063753,H20025-苏州昆山农商行花桥A,65297,NE_NOT_LOGIN,安全告警,紧急,未确认已清除 告警,2020年12月14日 17时09分56秒 GMT+08:00,,2020年12月14日 17时09分59秒 GMT+08:00,, < 网元 > ,网元H20026-苏州昆山农商行花桥A-电子架未登录,,,,,2,,是,正常清除,,,2020年12月14日 17时09分56秒 GMT+08:00,1086763,371683792,,,0
371683793,"ONE=4063752,NE=3147419","ONE=4063752,NE=3147419",网管,WDM_OADM,ONE=4063752,H20029-苏州昆山农商行花桥B,65298,NE_NOT_LOGIN,安全告警,紧急,未确认已清除 告警,2020年12月14日 17时09分56秒 GMT+08:00,,2020年12月14日 17时09分59秒 GMT+08:00,, < 网元 > ,网元H20029-苏州昆山农商行花桥B-光子架未登录,,,,,2,,是,正常清除,,,2020年12月14日 17时09分56秒 GMT+08:00,1086759,371683793,,,0
371683794,"ONE=4063752,NE=3147420","ONE=4063752,NE=3147420",网管,WDM_OADM,ONE=4063752,H20029-苏州昆山农商行花桥B,65299,NE_NOT_LOGIN,安全告警,紧急,未确认已清除 告警,2020年12月14日 17时09分56秒 GMT+08:00,,2020年12月14日 17时09分59秒 GMT+08:00,, < 网元 > ,网元H20030-苏州昆山农商行花桥B-电子架未登录,,,,,2,,是,正常清除,,,2020年12月14日 17时09分56秒 GMT+08:00,1086761,371683794,,,0
