日志流水号,FDNName,对象标识,产品名称,网元类型,网元子设备编号,网元名称,设备告警流水号,告警名称,告警类型,告警级别,告警状态,发生时间,确认时间,清除时间,(反)确认操作员,清除操作员,定位信息,链路标识,链路名称,链路类型,告警标识,告警ID,对象实例类型,自动清除,告警清除类型,影响业务标识,附加信息,到达网管UTC时间,列表流水号,关联日志id,代理ID,根源告警ID,告警是否被隐藏（屏蔽）
370949972,"ONE=4063242,NE=3146456,FR=0,S=13,CP=-1,PP=3||1|,PATH=OCh:1-OTU4:1","ONE=4063242,NE=3146456,FR=0,S=13,CP=-1,PP=3||1|,PATH=OCh:1-OTU4:1",移动,WDM_OADM,ONE=4063242,H30007-苏州花桥软件园100G,12181,BEFFEC_EXC,业务质量,次要,未确认已清除 告警,2020年12月10日 01时56分21秒 GMT+08:00,,2020年12月10日 01时57分07秒 GMT+08:00,, < 网元 > ,0-1A:电子架-13-Y1L401-1(IN1/OUT1)-OCh:1-OTU4:1,,,,,335,,是,正常清除,是,"槽位=13,子槽=255,端口=1,通道=1
",2020年12月10日 01时56分16秒 GMT+08:00,1084189,0,,,0
370950032,"NE=3146148,PW=70|5||||","NE=3146148,PW=70|5||||",移动,OptiX OSN 1800 V,NE=3146148,H33293-南通公安局,3028935,PW_NO_TRAFFIC,通信质量,次要,未确认已清除 告警,2020年12月10日 01时57分11秒 GMT+08:00,,2020年12月10日 01时57分21秒 GMT+08:00,, < 网元 > ,"L2VPN PW:(以太,70)",,,,,13107,,是,正常清除,是,"
告警参数II(16进制) 0x00",2020年12月10日 01时56分48秒 GMT+08:00,1025752,0,,,0
370949970,"NE=3146246,PW=60|5||||","NE=3146246,PW=60|5||||",移动,OptiX OSN 1800 V,NE=3146246,H12855-南京省技侦,17191227,PW_NO_TRAFFIC,通信质量,次要,未确认已清除 告警,2020年12月10日 01时56分38秒 GMT+08:00,,2020年12月10日 01时57分23秒 GMT+08:00,, < 网元 > ,"L2VPN PW:(以太,60)",,,,,13107,,是,正常清除,是,"
告警参数II(16进制) 0x00",2020年12月10日 01时56分15秒 GMT+08:00,935154,0,,,0
370950034,OSS,"OS=1,PROC=3034,NE=3146148,PWE3=2|1297|",网管,OSS,OS=1,OSS,1078701204,SERVICE_OUTAGE,业务质量,重要,未确认已清除 告警,2020年12月10日 01时56分49秒 GMT+08:00,,2020年12月10日 01时57分08秒 GMT+08:00,, < 网元 > ,南通技侦专网,,,,(衍生告警),20,,是,正常清除,,"Name:南通技侦专网,Source[H33293-南通公安局],Sink[H12855-南京省技侦],Level:ETH,UID:2016-09-29 04:14:49-69-pwe3",2020年12月10日 01时56分49秒 GMT+08:00,629074,0,,370950032,0
370949864,OSS,"OS=1,PROC=3034,NE=3146227,PWE3=2|1264|",网管,OSS,OS=1,OSS,1078701195,SERVICE_OUTAGE,业务质量,重要,未确认已清除 告警,2020年12月10日 01时55分48秒 GMT+08:00,,2020年12月10日 01时57分11秒 GMT+08:00,, < 网元 > ,淮安技侦专网,,,,(衍生告警),20,,是,正常清除,,"Name:淮安技侦专网,Source[H45837-淮安新市公安局],Sink[H12855-南京省技侦],Level:ETH,UID:2016-07-06 09:04:14-59-pwe3",2020年12月10日 01时55分48秒 GMT+08:00,628773,0,,370949857,0
370950021,"NE=3146053,PW=71|5||||","NE=3146053,PW=71|5||||",移动,OptiX OSN 1800 V,NE=3146053,H30477-镇江公安局,1363097,PW_NO_TRAFFIC,通信质量,次要,未确认已清除 告警,2020年12月10日 01时57分05秒 GMT+08:00,,2020年12月10日 01时57分25秒 GMT+08:00,, < 网元 > ,"L2VPN PW:(以太,71)",,,,,13107,,是,正常清除,是,"
告警参数II(16进制) 0x00",2020年12月10日 01时56分43秒 GMT+08:00,988794,0,,,0
370950070,"NE=3146751,FR=0,S=13,CP=-1,PP=3||205|,CLIENT=1","NE=3146751,FR=0,S=13,CP=-1,PP=3||205|,CLIENT=1",移动,OptiX OSN 8800 T32,NE=3146751,H702-省干南京鼓楼三楼,375946,REM_SF,通信质量,次要,未确认已清除 告警,2020年12月10日 01时58分12秒 GMT+08:00,,2020年12月10日 01时58分22秒 GMT+08:00,, < 网元 > ,0-主子架（河西）-13-52TOM-205(ClientLP5/ClientLP5)-CLIENT:1:1,,,,,63604,,是,正常清除,是,,2020年12月10日 01时57分09秒 GMT+08:00,1084035,0,,,0
370950059,"ONE=4063255,NE=3145767,FR=2,S=11,CP=-1,PP=3||73|,OTU2=1","ONE=4063255,NE=3145767,FR=2,S=11,CP=-1,PP=3||73|,OTU2=1",移动,WDM_OADM,ONE=4063255,H222-盐城滨海分公司,1583172,BEFFEC_EXC,业务质量,次要,未确认已清除 告警,2020年12月10日 01时57分09秒 GMT+08:00,,2020年12月10日 01时57分29秒 GMT+08:00,, < 网元 > ,2-业务子架-11-52NQ2-73(ODU2LP3/ODU2LP3)-OTU2:1,,,,,335,,是,正常清除,是,,2020年12月10日 01时57分02秒 GMT+08:00,1084204,0,,,0
370950038,"NE=3146246,PW=62|5||||","NE=3146246,PW=62|5||||",移动,OptiX OSN 1800 V,NE=3146246,H12855-南京省技侦,17191231,PW_NO_TRAFFIC,通信质量,次要,未确认已清除 告警,2020年12月10日 01时57分13秒 GMT+08:00,,2020年12月10日 01时57分43秒 GMT+08:00,, < 网元 > ,"L2VPN PW:(以太,62)",,,,,13107,,是,正常清除,是,"
告警参数II(16进制) 0x00",2020年12月10日 01时56分51秒 GMT+08:00,624684,0,,,0
370950072,"NE=3146205,PW=61|5||||","NE=3146205,PW=61|5||||",移动,OptiX OSN 1800 V,NE=3146205,H43277-徐州公安局,1537697,PW_NO_TRAFFIC,通信质量,次要,未确认已清除 告警,2020年12月10日 01时57分34秒 GMT+08:00,,2020年12月10日 01时57分44秒 GMT+08:00,, < 网元 > ,"L2VPN PW:(以太,61)",,,,,13107,,是,正常清除,是,"
告警参数II(16进制) 0x00",2020年12月10日 01时57分11秒 GMT+08:00,1074883,0,,,0
