日志流水号,FDNName,对象标识,产品名称,网元类型,网元子设备编号,网元名称,设备告警流水号,告警名称,告警类型,告警级别,告警状态,发生时间,确认时间,清除时间,(反)确认操作员,清除操作员,定位信息,链路标识,链路名称,链路类型,告警标识,告警ID,对象实例类型,自动清除,告警清除类型,影响业务标识,附加信息,到达网管UTC时间,列表流水号,关联日志id,代理ID,根源告警ID,告警是否被隐藏（屏蔽）
368706734,"NE=3146148,PW=70|5||||","NE=3146148,PW=70|5||||",移动,OptiX OSN 1800 V,NE=3146148,H33293-南通公安局,2978981,PW_NO_TRAFFIC,通信质量,次要,未确认已清除 告警,2020年11月22日 07时57分40秒 GMT+08:00,,2020年11月22日 07时58分00秒 GMT+08:00,, < 网元 > ,"L2VPN PW:(以太,70)",,,,,13107,,是,正常清除,是,"
告警参数II(16进制) 0x00",2020年11月22日 07时56分36秒 GMT+08:00,1025752,0,,,0
368706763,"ONE=4063255,NE=3145767,FR=2,S=11,CP=-1,PP=3||73|,OTU2=1","ONE=4063255,NE=3145767,FR=2,S=11,CP=-1,PP=3||73|,OTU2=1",移动,WDM_OADM,ONE=4063255,H222-盐城滨海分公司,1564843,BEFFEC_EXC,业务质量,次要,未确认已清除 告警,2020年11月22日 07时57分29秒 GMT+08:00,,2020年11月22日 07时57分33秒 GMT+08:00,, < 网元 > ,2-业务子架-11-52NQ2-73(ODU2LP3/ODU2LP3)-OTU2:1,,,,,335,,是,正常清除,是,,2020年11月22日 07时56分55秒 GMT+08:00,1019205,0,,,0
368706566,OSS,"OS=1,PROC=3034,NE=3146148,PWE3=2|1297|",网管,OSS,OS=1,OSS,1078497836,SERVICE_OUTAGE,业务质量,重要,未确认已清除 告警,2020年11月22日 07时55分02秒 GMT+08:00,,2020年11月22日 07时57分04秒 GMT+08:00,, < 网元 > ,南通技侦专网,,,,(衍生告警),20,,是,正常清除,,"Name:南通技侦专网,Source[H33293-南通公安局],Sink[H12855-南京省技侦],Level:ETH,UID:2016-09-29 04:14:49-69-pwe3",2020年11月22日 07时55分02秒 GMT+08:00,629074,0,,368706560,0
368706713,"ONE=4063478,NE=3146438,FR=0,S=10,CP=-1,PP=3||3|,ODU0=1","ONE=4063478,NE=3146438,FR=0,S=10,CP=-1,PP=3||3|,ODU0=1",移动,WDM_OADM,ONE=4063478,H30003-苏州昆山思常路100G,114374,ODU0_LOFLOM,通信质量,次要,未确认已清除 告警,2020年11月22日 07时56分54秒 GMT+08:00,,2020年11月22日 07时57分30秒 GMT+08:00,, < 网元 > ,0-主子架-10-Y1C130-3(RX3/TX3)-ODU0:1,,,,,13061,,是,正常清除,是,"槽位=10,子槽=255,端口=3,通道=1
",2020年11月22日 07时56分21秒 GMT+08:00,1070020,0,,,0
368706729,"NE=3146246,PW=71|5||||","NE=3146246,PW=71|5||||",移动,OptiX OSN 1800 V,NE=3146246,H12855-南京省技侦,17036078,PW_NO_TRAFFIC,通信质量,次要,未确认已清除 告警,2020年11月22日 07时57分40秒 GMT+08:00,,2020年11月22日 07时58分00秒 GMT+08:00,, < 网元 > ,"L2VPN PW:(以太,71)",,,,,13107,,是,正常清除,是,"
告警参数II(16进制) 0x01",2020年11月22日 07时56分36秒 GMT+08:00,913903,0,,,0
368706730,"NE=3146246,PW=73|5||||","NE=3146246,PW=73|5||||",移动,OptiX OSN 1800 V,NE=3146246,H12855-南京省技侦,17036079,PW_NO_TRAFFIC,通信质量,次要,未确认已清除 告警,2020年11月22日 07时57分40秒 GMT+08:00,,2020年11月22日 07时58分00秒 GMT+08:00,, < 网元 > ,"L2VPN PW:(以太,73)",,,,,13107,,是,正常清除,是,"
告警参数II(16进制) 0x00",2020年11月22日 07时56分36秒 GMT+08:00,624679,0,,,0
368706740,"NE=3146751,FR=0,S=13,CP=-1,PP=3||205|,CLIENT=1","NE=3146751,FR=0,S=13,CP=-1,PP=3||205|,CLIENT=1",移动,OptiX OSN 8800 T32,NE=3146751,H702-省干南京鼓楼三楼,352623,REM_SF,通信质量,次要,未确认已清除 告警,2020年11月22日 07时59分39秒 GMT+08:00,,2020年11月22日 08时00分00秒 GMT+08:00,, < 网元 > ,0-主子架（河西）-13-52TOM-205(ClientLP5/ClientLP5)-CLIENT:1:1,,,,,63604,,是,正常清除,是,,2020年11月22日 07时56分40秒 GMT+08:00,1069696,0,,,0
368706749,"NE=3146246,PW=60|5||||","NE=3146246,PW=60|5||||",移动,OptiX OSN 1800 V,NE=3146246,H12855-南京省技侦,17036081,PW_NO_TRAFFIC,通信质量,次要,未确认已清除 告警,2020年11月22日 07时57分50秒 GMT+08:00,,2020年11月22日 07时58分10秒 GMT+08:00,, < 网元 > ,"L2VPN PW:(以太,60)",,,,,13107,,是,正常清除,是,"
告警参数II(16进制) 0x00",2020年11月22日 07时56分46秒 GMT+08:00,935154,0,,,0
368706750,"NE=3146246,PW=62|5||||","NE=3146246,PW=62|5||||",移动,OptiX OSN 1800 V,NE=3146246,H12855-南京省技侦,17036082,PW_NO_TRAFFIC,通信质量,次要,未确认已清除 告警,2020年11月22日 07时57分50秒 GMT+08:00,,2020年11月22日 07时58分10秒 GMT+08:00,, < 网元 > ,"L2VPN PW:(以太,62)",,,,,13107,,是,正常清除,是,"
告警参数II(16进制) 0x00",2020年11月22日 07时56分46秒 GMT+08:00,624684,0,,,0
368706751,"NE=3146227,PW=60|5||||","NE=3146227,PW=60|5||||",移动,OptiX OSN 1800 V,NE=3146227,H45837-淮安新市公安局,2939520,PW_NO_TRAFFIC,通信质量,次要,未确认已清除 告警,2020年11月22日 07时57分50秒 GMT+08:00,,2020年11月22日 07时58分10秒 GMT+08:00,, < 网元 > ,"L2VPN PW:(以太,60)",,,,,13107,,是,正常清除,是,"
告警参数II(16进制) 0x01",2020年11月22日 07时56分47秒 GMT+08:00,624682,0,,,0
