日志流水号,FDNName,对象标识,产品名称,网元类型,网元子设备编号,网元名称,设备告警流水号,告警名称,告警类型,告警级别,告警状态,发生时间,确认时间,清除时间,(反)确认操作员,清除操作员,定位信息,链路标识,链路名称,链路类型,告警标识,告警ID,对象实例类型,自动清除,告警清除类型,影响业务标识,附加信息,到达网管UTC时间,列表流水号,关联日志id,代理ID,根源告警ID,告警是否被隐藏（屏蔽）
369609074,"NE=3146148,PW=70|5||||","NE=3146148,PW=70|5||||",移动,OptiX OSN 1800 V,NE=3146148,H33293-南通公安局,2997888,PW_NO_TRAFFIC,通信质量,次要,未确认已清除 告警,2020年11月29日 02时13分17秒 GMT+08:00,,2020年11月29日 02时13分27秒 GMT+08:00,, < 网元 > ,"L2VPN PW:(以太,70)",,,,,13107,,是,正常清除,是,"
告警参数II(16进制) 0x00",2020年11月29日 02时11分48秒 GMT+08:00,1025752,0,,,0
369609076,OSS,"OS=1,PROC=3034,NE=3146148,PWE3=2|1297|",网管,OSS,OS=1,OSS,1078576431,SERVICE_OUTAGE,业务质量,重要,未确认已清除 告警,2020年11月29日 02时11分49秒 GMT+08:00,,2020年11月29日 02时12分07秒 GMT+08:00,, < 网元 > ,南通技侦专网,,,,(衍生告警),20,,是,正常清除,,"Name:南通技侦专网,Source[H33293-南通公安局],Sink[H12855-南京省技侦],Level:ETH,UID:2016-09-29 04:14:49-69-pwe3",2020年11月29日 02时11分49秒 GMT+08:00,629074,0,,369609074,0
369609088,"ONE=4063299,NE=3145874,FR=2,S=5,CP=-1,PP=3||72|,OTU2=1","ONE=4063299,NE=3145874,FR=2,S=5,CP=-1,PP=3||72|,OTU2=1",移动,WDM_OTM,ONE=4063299,H4022-无锡市区东亭广电,622626,BEFFEC_EXC,业务质量,次要,未确认已清除 告警,2020年11月29日 02时13分25秒 GMT+08:00,,2020年11月29日 02时13分29秒 GMT+08:00,, < 网元 > ,2-从子架2-5-12ND2-72(ODU2LP2/ODU2LP2)-OTU2:1,,,,,335,,是,正常清除,是,,2020年11月29日 02时11分59秒 GMT+08:00,1068358,0,,,0
369609065,"NE=3146053,PW=71|5||||","NE=3146053,PW=71|5||||",移动,OptiX OSN 1800 V,NE=3146053,H30477-镇江公安局,1332765,PW_NO_TRAFFIC,通信质量,次要,未确认已清除 告警,2020年11月29日 02时13分10秒 GMT+08:00,,2020年11月29日 02时13分30秒 GMT+08:00,, < 网元 > ,"L2VPN PW:(以太,71)",,,,,13107,,是,正常清除,是,"
告警参数II(16进制) 0x00",2020年11月29日 02时11分42秒 GMT+08:00,988794,0,,,0
369609085,"NE=3146751,FR=0,S=13,CP=-1,PP=3||205|,CLIENT=1","NE=3146751,FR=0,S=13,CP=-1,PP=3||205|,CLIENT=1",移动,OptiX OSN 8800 T32,NE=3146751,H702-省干南京鼓楼三楼,361480,REM_SF,通信质量,次要,未确认已清除 告警,2020年11月29日 02时16分01秒 GMT+08:00,,2020年11月29日 02时16分11秒 GMT+08:00,, < 网元 > ,0-主子架（河西）-13-52TOM-205(ClientLP5/ClientLP5)-CLIENT:1:1,,,,,63604,,是,正常清除,是,,2020年11月29日 02时11分57秒 GMT+08:00,1069696,0,,,0
369609039,OSS,"OS=1,PROC=3034,NE=3146053,PWE3=2|800|",网管,OSS,OS=1,OSS,1078576427,SERVICE_OUTAGE,业务质量,重要,未确认已清除 告警,2020年11月29日 02时11分21秒 GMT+08:00,,2020年11月29日 02时12分13秒 GMT+08:00,, < 网元 > ,镇江技侦专网,,,,(衍生告警),20,,是,正常清除,,"Name:镇江技侦专网,Source[H30477-镇江公安局],Sink[H12855-南京省技侦],Level:ETH,UID:2016-09-29 04:15:48-70-pwe3",2020年11月29日 02时11分21秒 GMT+08:00,946695,0,,369609032,0
369609081,"NE=3146246,PW=60|5||||","NE=3146246,PW=60|5||||",移动,OptiX OSN 1800 V,NE=3146246,H12855-南京省技侦,17097611,PW_NO_TRAFFIC,通信质量,次要,未确认已清除 告警,2020年11月29日 02时13分21秒 GMT+08:00,,2020年11月29日 02时13分41秒 GMT+08:00,, < 网元 > ,"L2VPN PW:(以太,60)",,,,,13107,,是,正常清除,是,"
告警参数II(16进制) 0x00",2020年11月29日 02时11分52秒 GMT+08:00,935154,0,,,0
369609082,"ONE=4063238,NE=3145737,FR=5,S=6,CP=-1,PP=3||72|,OTU2=1","ONE=4063238,NE=3145737,FR=5,S=6,CP=-1,PP=3||72|,OTU2=1",移动,WDM_OADM,ONE=4063238,H229-盐城开发区（市到县）,4322006,BEFFEC_EXC,业务质量,次要,未确认已清除 告警,2020年11月29日 02时13分04秒 GMT+08:00,,2020年11月29日 02时13分32秒 GMT+08:00,, < 网元 > ,5-开发区（市到县扩）-6-52ND2-72(ODU2LP2/ODU2LP2)-OTU2:1,,,,,335,,是,正常清除,是,,2020年11月29日 02时11分53秒 GMT+08:00,1014613,0,,,0
369609083,OSS,"OS=1,PROC=3034,NE=3146227,PWE3=2|1264|",网管,OSS,OS=1,OSS,1078576432,SERVICE_OUTAGE,业务质量,重要,未确认已清除 告警,2020年11月29日 02时11分55秒 GMT+08:00,,2020年11月29日 02时12分22秒 GMT+08:00,, < 网元 > ,淮安技侦专网,,,,(衍生告警),20,,是,正常清除,,"Name:淮安技侦专网,Source[H45837-淮安新市公安局],Sink[H12855-南京省技侦],Level:ETH,UID:2016-07-06 09:04:14-59-pwe3",2020年11月29日 02时11分55秒 GMT+08:00,628773,0,,369609081,0
369608497,"ONE=4063308,NE=3145883,FR=1,S=19,CP=-1,PP=3||1|,PATH=OCh:1-OTU2:1","ONE=4063308,NE=3145883,FR=1,S=19,CP=-1,PP=3||1|,PATH=OCh:1-OTU2:1",移动,WDM_OTM,ONE=4063308,H3101-南京河西六楼二期,4102201,BEFFEC_EXC,业务质量,次要,未确认已清除 告警,2020年11月29日 02时06分47秒 GMT+08:00,,2020年11月29日 02时13分24秒 GMT+08:00,, < 网元 > ,1-Shelf1-19-53ND2-1(IN1/OUT1)-OCh:1-OTU2:1,,,,,335,,是,正常清除,,,2020年11月29日 02时05分45秒 GMT+08:00,819278,0,,,0
